DATE,CPIAUCSL
1948-04-18,23.95446357539751
1948-04-19,23.959726150085736
1948-04-20,23.964776324888447
1948-04-21,23.969627002409577
1948-04-22,23.974291085253064
1948-04-23,23.978781476022846
1948-04-24,23.98311107732286
1948-04-25,23.987292791757035
1948-04-26,23.991339521929316
1948-04-27,23.995264170443637
1948-04-28,23.999079639903925
1948-04-29,24.002798832914127
1948-04-30,24.006434652078177
1948-05-01,24.01
1948-05-02,24.01350757893255
1948-05-03,24.016969289724784
1948-05-04,24.020396832874653
1948-05-05,24.02380190888013
1948-05-06,24.027196218239173
1948-05-07,24.030591461449745
1948-05-08,24.03399933900981
1948-05-09,24.037431551417324
1948-05-10,24.04089979917025
1948-05-11,24.04441578276656
1948-05-12,24.047991202704203
1948-05-13,24.05163775948115
1948-05-14,24.05536715359536
1948-05-15,24.059191085544796
1948-05-16,24.06312125582742
1948-05-17,24.06716936494119
1948-05-18,24.071347113384075
1948-05-19,24.075666201654034
1948-05-20,24.080138330249028
1948-05-21,24.084775199667025
1948-05-22,24.089588510405978
1948-05-23,24.094589962963855
1948-05-24,24.099791257838614
1948-05-25,24.10520409552822
1948-05-26,24.110840176530637
1948-05-27,24.116711201343826
1948-05-28,24.122828870465742
1948-05-29,24.12920488439436
1948-05-30,24.13585094362763
1948-05-31,24.142778748663524
1948-06-01,24.15
1948-06-02,24.15752043055947
1948-06-03,24.16532190296217
1948-06-04,24.173380312252778
1948-06-05,24.181671553475976
1948-06-06,24.19017152167645
1948-06-07,24.198856111898884
1948-06-08,24.207701219187953
1948-06-09,24.216682738588354
1948-06-10,24.22577656514476
1948-06-11,24.23495859390185
1948-06-12,24.244204719904314
1948-06-13,24.253490838196832
1948-06-14,24.262792843824094
1948-06-15,24.27208663183077
1948-06-16,24.281348097261553
1948-06-17,24.29055313516112
1948-06-18,24.299677640574156
1948-06-19,24.308697508545343
1948-06-20,24.317588634119367
1948-06-21,24.326326912340907
1948-06-22,24.33488823825465
1948-06-23,24.343248506905276
1948-06-24,24.35138361333746
1948-06-25,24.3592694525959
1948-06-26,24.366881919725273
1948-06-27,24.374196909770255
1948-06-28,24.38119031777554
1948-06-29,24.3878380387858
1948-06-30,24.394115967845728
1948-07-01,24.4
1948-07-02,24.405471887246897
1948-07-03,24.41053680939909
1948-07-04,24.415205803222854
1948-07-05,24.419489905484458
1948-07-06,24.42340015295017
1948-07-07,24.42694758238625
1948-07-08,24.43014323055899
1948-07-09,24.432998134234637
1948-07-10,24.435523330179475
1948-07-11,24.437729855159766
1948-07-12,24.439628745941786
1948-07-13,24.4412310392918
1948-07-14,24.44254777197608
1948-07-15,24.443589980760894
1948-07-16,24.444368702412515
1948-07-17,24.44489497369721
1948-07-18,24.44517983138125
1948-07-19,24.4452343122309
1948-07-20,24.44506945301244
1948-07-21,24.44469629049213
1948-07-22,24.444125861436245
1948-07-23,24.44336920261105
1948-07-24,24.44243735078282
1948-07-25,24.44134134271782
1948-07-26,24.44009221518233
1948-07-27,24.4387010049426
1948-07-28,24.43717874876492
1948-07-29,24.43553648341555
1948-07-30,24.433785245660758
1948-07-31,24.43193607226682
1948-08-01,24.43
1948-08-02,24.427987156072827
1948-08-03,24.42590402948286
1948-08-04,24.423756199673914
1948-08-05,24.421549246089796
1948-08-06,24.41928874817432
1948-08-07,24.416980285371306
1948-08-08,24.414629437124564
1948-08-09,24.41224178287791
1948-08-10,24.409822902075152
1948-08-11,24.40737837416011
1948-08-12,24.404913778576592
1948-08-13,24.402434694768417
1948-08-14,24.399946702179395
1948-08-15,24.397455380253344
1948-08-16,24.394966308434075
1948-08-17,24.3924850661654
1948-08-18,24.39001723289113
1948-08-19,24.387568388055087
1948-08-20,24.385144111101077
1948-08-21,24.38274998147292
1948-08-22,24.38039157861443
1948-08-23,24.378074481969414
1948-08-24,24.375804270981686
1948-08-25,24.373586525095064
1948-08-26,24.371426823753364
1948-08-27,24.36933074640039
1948-08-28,24.36730387247997
1948-08-29,24.3653517814359
1948-08-30,24.363480052712006
1948-08-31,24.361694265752103
1948-09-01,24.36
1948-09-02,24.358400264402086
1948-09-03,24.35688778591507
1948-09-04,24.355452720998244
1948-09-05,24.354085226110882
1948-09-06,24.352775457712276
1948-09-07,24.351513572261705
1948-09-08,24.35028972621846
1948-09-09,24.34909407604182
1948-09-10,24.347916778191074
1948-09-11,24.346747989125504
1948-09-12,24.3455778653044
1948-09-13,24.344396563187036
1948-09-14,24.34319423923271
1948-09-15,24.3419610499007
1948-09-16,24.34068715165029
1948-09-17,24.339362700940764
