DATE,USTRADE
1939-08-01,3165.9
1939-08-02,3166.516129032258
1939-08-03,3167.132258064516
1939-08-04,3167.7483870967744
1939-08-05,3168.3645161290324
1939-08-06,3168.9806451612903
1939-08-07,3169.5967741935483
1939-08-08,3170.2129032258067
1939-08-09,3170.8290322580647
1939-08-10,3171.4451612903226
1939-08-11,3172.0612903225806
1939-08-12,3172.6774193548385
1939-08-13,3173.293548387097
1939-08-14,3173.909677419355
1939-08-15,3174.525806451613
1939-08-16,3175.141935483871
1939-08-17,3175.7580645161293
1939-08-18,3176.374193548387
1939-08-19,3176.990322580645
1939-08-20,3177.606451612903
1939-08-21,3178.2225806451615
1939-08-22,3178.8387096774195
1939-08-23,3179.4548387096775
1939-08-24,3180.0709677419354
1939-08-25,3180.6870967741934
1939-08-26,3181.303225806452
1939-08-27,3181.9193548387098
1939-08-28,3182.5354838709677
1939-08-29,3183.1516129032257
1939-08-30,3183.767741935484
1939-08-31,3184.383870967742
1939-09-01,3185.0
1939-09-02,3185.036666666667
1939-09-03,3185.0733333333333
1939-09-04,3185.11
1939-09-05,3185.1466666666665
1939-09-06,3185.1833333333334
1939-09-07,3185.22
1939-09-08,3185.2566666666667
1939-09-09,3185.2933333333335
1939-09-10,3185.33
1939-09-11,3185.366666666667
1939-09-12,3185.403333333333
1939-09-13,3185.44
1939-09-14,3185.4766666666665
1939-09-15,3185.5133333333333
1939-09-16,3185.55
1939-09-17,3185.5866666666666
1939-09-18,3185.6233333333334
1939-09-19,3185.66
1939-09-20,3185.6966666666667
1939-09-21,3185.733333333333
1939-09-22,3185.77
1939-09-23,3185.8066666666664
1939-09-24,3185.8433333333332
1939-09-25,3185.88
1939-09-26,3185.9166666666665
1939-09-27,3185.9533333333334
1939-09-28,3185.99
1939-09-29,3186.0266666666666
1939-09-30,3186.063333333333
1939-10-01,3186.1
1939-10-02,3186.290322580645
1939-10-03,3186.4806451612903
1939-10-04,3186.6709677419353
1939-10-05,3186.8612903225808
1939-10-06,3187.0516129032258
1939-10-07,3187.2419354838707
1939-10-08,3187.432258064516
1939-10-09,3187.622580645161
1939-10-10,3187.812903225806
1939-10-11,3188.0032258064516
1939-10-12,3188.1935483870966
1939-10-13,3188.383870967742
1939-10-14,3188.574193548387
1939-10-15,3188.764516129032
1939-10-16,3188.9548387096775
1939-10-17,3189.1451612903224
1939-10-18,3189.335483870968
1939-10-19,3189.525806451613
1939-10-20,3189.716129032258
1939-10-21,3189.9064516129033
1939-10-22,3190.0967741935483
1939-10-23,3190.2870967741937
1939-10-24,3190.4774193548387
1939-10-25,3190.6677419354837
1939-10-26,3190.858064516129
1939-10-27,3191.048387096774
1939-10-28,3191.238709677419
1939-10-29,3191.4290322580646
1939-10-30,3191.6193548387096
1939-10-31,3191.809677419355
1939-11-01,3192.0
1939-11-02,3191.536666666667
1939-11-03,3191.0733333333333
1939-11-04,3190.61
1939-11-05,3190.1466666666665
1939-11-06,3189.6833333333334
1939-11-07,3189.22
1939-11-08,3188.7566666666667
1939-11-09,3188.2933333333335
1939-11-10,3187.83
1939-11-11,3187.366666666667
1939-11-12,3186.903333333333
1939-11-13,3186.44
1939-11-14,3185.9766666666665
1939-11-15,3185.5133333333333
1939-11-16,3185.05
1939-11-17,3184.5866666666666
1939-11-18,3184.1233333333334
1939-11-19,3183.66
1939-11-20,3183.1966666666667
1939-11-21,3182.733333333333
1939-11-22,3182.27
1939-11-23,3181.8066666666664
1939-11-24,3181.3433333333332
1939-11-25,3180.88
1939-11-26,3180.4166666666665
1939-11-27,3179.9533333333334
1939-11-28,3179.49
1939-11-29,3179.0266666666666
1939-11-30,3178.563333333333
1939-12-01,3178.1
1939-12-02,3179.8870967741937
1939-12-03,3181.674193548387
1939-12-04,3183.4612903225807
1939-12-05,3185.248387096774
1939-12-06,3187.0354838709677
1939-12-07,3188.822580645161
1939-12-08,3190.6096774193547
1939-12-09,3192.3967741935485
1939-12-10,3194.1838709677418
1939-12-11,3195.9709677419355
1939-12-12,3197.758064516129
1939-12-13,3199.5451612903225
1939-12-14,3201.3322580645163
1939-12-15,3203.1193548387096
1939-12-16,3204.9064516129033
1939-12-17,3206.6935483870966
1939-12-18,3208.4806451612903
1939-12-19,3210.2677419354836
1939-12-20,3212.0548387096774
1939-12-21,3213.841935483871
1939-12-22,3215.6290322580644
1939-12-23,3217.416129032258
1939-12-24,3219.2032258064514
1939-12-25,3220.990322580645
1939-12-26,3222.777419354839
1939-12-27,3224.564516129032
1939-12-28,3226.351612903226
1939-12-29,3228.1387096774192
1939-12-30,3229.925806451613
1939-12-31,3231.7129032258063
1940-01-01,3233.5
1940-01-02,3234.058064516129
1940-01-03,3234.616129032258
1940-01-04,3235.174193548387
1940-01-05,3235.7322580645164
1940-01-06,3236.2903225806454
1940-01-07,3236.8483870967743
1940-01-08,3237.4064516129033
1940-01-09,3237.9645161290323
1940-01-10,3238.5225806451613
1940-01-11,3239.0806451612902
1940-01-12,3239.6387096774192
1940-01-13,3240.1967741935487
1940-01-14,3240.7548387096776
1940-01-15,3241.3129032258066
1940-01-16,3241.8709677419356
1940-01-17,3242.4290322580646
1940-01-18,3242.9870967741936
1940-01-19,3243.5451612903225
1940-01-20,3244.1032258064515
1940-01-21,3244.661290322581
1940-01-22,3245.21935483871
1940-01-23,3245.777419354839
1940-01-24,3246.335483870968
1940-01-25,3246.893548387097
1940-01-26,3247.451612903226
1940-01-27,3248.009677419355
1940-01-28,3248.567741935484
1940-01-29,3249.1258064516132
1940-01-30,3249.683870967742
1940-01-31,3250.241935483871
1940-02-01,3250.8
1940-02-02,3253.7620689655173
1940-02-03,3256.7241379310344
1940-02-04,3259.686206896552
1940-02-05,3262.648275862069
1940-02-06,3265.6103448275862
1940-02-07,3268.5724137931034
1940-02-08,3271.534482758621
1940-02-09,3274.496551724138
1940-02-10,3277.458620689655
1940-02-11,3280.4206896551723
1940-02-12,3283.38275862069
1940-02-13,3286.344827586207
1940-02-14,3289.306896551724
1940-02-15,3292.268965517241
1940-02-16,3295.231034482759
1940-02-17,3298.193103448276
1940-02-18,3301.155172413793
1940-02-19,3304.11724137931
1940-02-20,3307.0793103448277
1940-02-21,3310.041379310345
1940-02-22,3313.003448275862
1940-02-23,3315.965517241379
1940-02-24,3318.9275862068966
1940-02-25,3321.8896551724138
1940-02-26,3324.851724137931
1940-02-27,3327.813793103448
1940-02-28,3330.7758620689656
1940-02-29,3333.7379310344827
1940-03-01,3336.7
1940-03-02,3334.8419354838707
1940-03-03,3332.983870967742
1940-03-04,3331.125806451613
1940-03-05,3329.2677419354836
1940-03-06,3327.4096774193545
1940-03-07,3325.5516129032258
1940-03-08,3323.6935483870966
1940-03-09,3321.8354838709674
1940-03-10,3319.9774193548387
1940-03-11,3318.1193548387096
1940-03-12,3316.2612903225804
1940-03-13,3314.4032258064512
1940-03-14,3312.5451612903225
1940-03-15,3310.6870967741934
1940-03-16,3308.829032258064
1940-03-17,3306.9709677419355
1940-03-18,3305.1129032258063
1940-03-19,3303.254838709677
1940-03-20,3301.3967741935485
1940-03-21,3299.5387096774193
1940-03-22,3297.68064516129
1940-03-23,3295.822580645161
1940-03-24,3293.9645161290323
1940-03-25,3292.106451612903
1940-03-26,3290.248387096774
1940-03-27,3288.3903225806453
1940-03-28,3286.532258064516
1940-03-29,3284.674193548387
1940-03-30,3282.816129032258
1940-03-31,3280.958064516129
1940-04-01,3279.1
1940-04-02,3279.92
1940-04-03,3280.74
1940-04-04,3281.56
1940-04-05,3282.38
1940-04-06,3283.2
1940-04-07,3284.02
1940-04-08,3284.8399999999997
1940-04-09,3285.66
1940-04-10,3286.48
1940-04-11,3287.2999999999997
1940-04-12,3288.12
1940-04-13,3288.94
1940-04-14,3289.7599999999998
1940-04-15,3290.58
1940-04-16,3291.3999999999996
1940-04-17,3292.22
1940-04-18,3293.04
1940-04-19,3293.8599999999997
1940-04-20,3294.68
1940-04-21,3295.5
1940-04-22,3296.3199999999997
1940-04-23,3297.14
1940-04-24,3297.96
1940-04-25,3298.7799999999997
1940-04-26,3299.6
1940-04-27,3300.4199999999996
1940-04-28,3301.24
1940-04-29,3302.06
1940-04-30,3302.8799999999997
1940-05-01,3303.7
1940-05-02,3304.3838709677416
1940-05-03,3305.067741935484
1940-05-04,3305.7516129032256
1940-05-05,3306.435483870968
1940-05-06,3307.1193548387096
1940-05-07,3307.8032258064513
1940-05-08,3308.4870967741936
1940-05-09,3309.1709677419353
1940-05-10,3309.854838709677
1940-05-11,3310.5387096774193
1940-05-12,3311.222580645161
1940-05-13,3311.9064516129033
1940-05-14,3312.590322580645
1940-05-15,3313.274193548387
1940-05-16,3313.958064516129
1940-05-17,3314.641935483871
1940-05-18,3315.325806451613
1940-05-19,3316.009677419355
1940-05-20,3316.6935483870966
1940-05-21,3317.377419354839
1940-05-22,3318.0612903225806
1940-05-23,3318.745161290323
1940-05-24,3319.4290322580646
1940-05-25,3320.1129032258063
1940-05-26,3320.7967741935486
1940-05-27,3321.4806451612903
1940-05-28,3322.164516129032
1940-05-29,3322.8483870967743
1940-05-30,3323.532258064516
1940-05-31,3324.2161290322583
1940-06-01,3324.9
1940-06-02,3324.7000000000003
1940-06-03,3324.5
1940-06-04,3324.3
1940-06-05,3324.1
1940-06-06,3323.9
1940-06-07,3323.7000000000003
1940-06-08,3323.5
1940-06-09,3323.3
1940-06-10,3323.1
1940-06-11,3322.9
1940-06-12,3322.7000000000003
1940-06-13,3322.5
1940-06-14,3322.3
1940-06-15,3322.1
1940-06-16,3321.9
1940-06-17,3321.7000000000003
1940-06-18,3321.5
1940-06-19,3321.3
1940-06-20,3321.1
1940-06-21,3320.9
1940-06-22,3320.7000000000003
1940-06-23,3320.5
1940-06-24,3320.3
1940-06-25,3320.1
1940-06-26,3319.9
1940-06-27,3319.7000000000003
1940-06-28,3319.5
1940-06-29,3319.3
1940-06-30,3319.1
1940-07-01,3318.9
1940-07-02,3319.3064516129034
1940-07-03,3319.7129032258067
1940-07-04,3320.1193548387096
1940-07-05,3320.525806451613
1940-07-06,3320.932258064516
1940-07-07,3321.3387096774195
1940-07-08,3321.745161290323
1940-07-09,3322.1516129032257
1940-07-10,3322.558064516129
1940-07-11,3322.9645161290323
1940-07-12,3323.3709677419356
1940-07-13,3323.777419354839
1940-07-14,3324.1838709677418
1940-07-15,3324.590322580645
1940-07-16,3324.9967741935484
1940-07-17,3325.4032258064517
1940-07-18,3325.809677419355
1940-07-19,3326.2161290322583
1940-07-20,3326.622580645161
1940-07-21,3327.0290322580645
1940-07-22,3327.435483870968
1940-07-23,3327.841935483871
1940-07-24,3328.2483870967744
1940-07-25,3328.6548387096773
1940-07-26,3329.0612903225806
1940-07-27,3329.467741935484
1940-07-28,3329.874193548387
1940-07-29,3330.2806451612905
1940-07-30,3330.6870967741934
1940-07-31,3331.0935483870967
1940-08-01,3331.5
1940-08-02,3332.616129032258
1940-08-03,3333.732258064516
1940-08-04,3334.8483870967743
1940-08-05,3335.9645161290323
1940-08-06,3337.0806451612902
1940-08-07,3338.196774193548
1940-08-08,3339.3129032258066
1940-08-09,3340.4290322580646
1940-08-10,3341.5451612903225
1940-08-11,3342.6612903225805
1940-08-12,3343.7774193548385
1940-08-13,3344.893548387097
1940-08-14,3346.009677419355
1940-08-15,3347.125806451613
1940-08-16,3348.2419354838707
1940-08-17,3349.358064516129
1940-08-18,3350.474193548387
1940-08-19,3351.590322580645
1940-08-20,3352.706451612903
1940-08-21,3353.8225806451615
1940-08-22,3354.9387096774194
1940-08-23,3356.0548387096774
1940-08-24,3357.1709677419353
1940-08-25,3358.2870967741933
1940-08-26,3359.4032258064517
1940-08-27,3360.5193548387097
1940-08-28,3361.6354838709676
1940-08-29,3362.7516129032256
1940-08-30,3363.867741935484
1940-08-31,3364.983870967742
1940-09-01,3366.1
1940-09-02,3366.233333333333
1940-09-03,3366.366666666667
1940-09-04,3366.5
1940-09-05,3366.633333333333
1940-09-06,3366.7666666666664
1940-09-07,3366.9
1940-09-08,3367.0333333333333
1940-09-09,3367.1666666666665
1940-09-10,3367.2999999999997
1940-09-11,3367.4333333333334
1940-09-12,3367.5666666666666
1940-09-13,3367.7
1940-09-14,3367.833333333333
1940-09-15,3367.9666666666667
1940-09-16,3368.1
1940-09-17,3368.233333333333
1940-09-18,3368.366666666667
1940-09-19,3368.5
1940-09-20,3368.633333333333
1940-09-21,3368.7666666666664
1940-09-22,3368.9
1940-09-23,3369.0333333333333
1940-09-24,3369.1666666666665
1940-09-25,3369.2999999999997
1940-09-26,3369.4333333333334
1940-09-27,3369.5666666666666
1940-09-28,3369.7
1940-09-29,3369.833333333333
1940-09-30,3369.9666666666667
1940-10-01,3370.1
1940-10-02,3370.4129032258065
1940-10-03,3370.7258064516127
1940-10-04,3371.0387096774193
1940-10-05,3371.351612903226
1940-10-06,3371.664516129032
1940-10-07,3371.9774193548387
1940-10-08,3372.2903225806454
1940-10-09,3372.6032258064515
1940-10-10,3372.916129032258
1940-10-11,3373.2290322580643
1940-10-12,3373.541935483871
1940-10-13,3373.8548387096776
1940-10-14,3374.1677419354837
1940-10-15,3374.4806451612903
1940-10-16,3374.793548387097
1940-10-17,3375.106451612903
1940-10-18,3375.4193548387098
1940-10-19,3375.7322580645164
1940-10-20,3376.0451612903225
1940-10-21,3376.358064516129
1940-10-22,3376.670967741936
1940-10-23,3376.983870967742
1940-10-24,3377.2967741935486
1940-10-25,3377.6096774193547
1940-10-26,3377.9225806451614
1940-10-27,3378.235483870968
1940-10-28,3378.548387096774
1940-10-29,3378.8612903225808
1940-10-30,3379.1741935483874
1940-10-31,3379.4870967741936
1940-11-01,3379.8
1940-11-02,3380.8433333333337
1940-11-03,3381.8866666666668
1940-11-04,3382.9300000000003
1940-11-05,3383.9733333333334
1940-11-06,3385.016666666667
1940-11-07,3386.06
1940-11-08,3387.1033333333335
1940-11-09,3388.146666666667
1940-11-10,3389.19
1940-11-11,3390.2333333333336
1940-11-12,3391.2766666666666
1940-11-13,3392.32
1940-11-14,3393.3633333333332
1940-11-15,3394.4066666666668
1940-11-16,3395.4500000000003
1940-11-17,3396.4933333333333
1940-11-18,3397.536666666667
1940-11-19,3398.58
1940-11-20,3399.6233333333334
1940-11-21,3400.6666666666665
1940-11-22,3401.71
1940-11-23,3402.753333333333
1940-11-24,3403.7966666666666
1940-11-25,3404.84
1940-11-26,3405.883333333333
1940-11-27,3406.9266666666667
1940-11-28,3407.97
1940-11-29,3409.0133333333333
1940-11-30,3410.0566666666664
1940-12-01,3411.1
1940-12-02,3411.0193548387097
1940-12-03,3410.9387096774194
1940-12-04,3410.858064516129
1940-12-05,3410.7774193548385
1940-12-06,3410.696774193548
1940-12-07,3410.616129032258
1940-12-08,3410.5354838709677
1940-12-09,3410.4548387096775
1940-12-10,3410.374193548387
1940-12-11,3410.2935483870965
1940-12-12,3410.2129032258063
1940-12-13,3410.132258064516
1940-12-14,3410.0516129032258
1940-12-15,3409.9709677419355
1940-12-16,3409.8903225806453
1940-12-17,3409.8096774193546
1940-12-18,3409.7290322580643
1940-12-19,3409.648387096774
1940-12-20,3409.567741935484
1940-12-21,3409.4870967741936
1940-12-22,3409.4064516129033
1940-12-23,3409.3258064516126
1940-12-24,3409.2451612903224
1940-12-25,3409.164516129032
1940-12-26,3409.083870967742
1940-12-27,3409.0032258064516
1940-12-28,3408.9225806451614
1940-12-29,3408.8419354838707
1940-12-30,3408.7612903225804
1940-12-31,3408.68064516129
1941-01-01,3408.6
1941-01-02,3409.5
1941-01-03,3410.4
1941-01-04,3411.2999999999997
1941-01-05,3412.2
1941-01-06,3413.1
1941-01-07,3414.0
1941-01-08,3414.9
1941-01-09,3415.7999999999997
1941-01-10,3416.7
1941-01-11,3417.6
1941-01-12,3418.5
1941-01-13,3419.4
1941-01-14,3420.2999999999997
1941-01-15,3421.2
1941-01-16,3422.1
1941-01-17,3423.0
1941-01-18,3423.9
1941-01-19,3424.8
1941-01-20,3425.7
1941-01-21,3426.6
1941-01-22,3427.5
1941-01-23,3428.4
1941-01-24,3429.3
1941-01-25,3430.2
1941-01-26,3431.1
1941-01-27,3432.0
1941-01-28,3432.9
1941-01-29,3433.8
1941-01-30,3434.7
1941-01-31,3435.6
1941-02-01,3436.5
1941-02-02,3437.2714285714287
1941-02-03,3438.042857142857
1941-02-04,3438.8142857142857
1941-02-05,3439.5857142857144
1941-02-06,3440.3571428571427
1941-02-07,3441.1285714285714
1941-02-08,3441.9
1941-02-09,3442.6714285714284
1941-02-10,3443.442857142857
1941-02-11,3444.214285714286
1941-02-12,3444.985714285714
1941-02-13,3445.7571428571428
1941-02-14,3446.5285714285715
1941-02-15,3447.3
1941-02-16,3448.0714285714284
1941-02-17,3448.842857142857
1941-02-18,3449.614285714286
1941-02-19,3450.385714285714
1941-02-20,3451.157142857143
1941-02-21,3451.9285714285716
1941-02-22,3452.7
1941-02-23,3453.4714285714285
1941-02-24,3454.2428571428572
1941-02-25,3455.0142857142855
1941-02-26,3455.785714285714
1941-02-27,3456.557142857143
1941-02-28,3457.328571428571
1941-03-01,3458.1
1941-03-02,3461.7290322580643
1941-03-03,3465.358064516129
1941-03-04,3468.9870967741936
1941-03-05,3472.616129032258
1941-03-06,3476.2451612903224
1941-03-07,3479.874193548387
1941-03-08,3483.5032258064516
1941-03-09,3487.132258064516
1941-03-10,3490.7612903225804
1941-03-11,3494.3903225806453
1941-03-12,3498.0193548387097
1941-03-13,3501.648387096774
1941-03-14,3505.2774193548385
1941-03-15,3508.9064516129033
1941-03-16,3512.5354838709677
1941-03-17,3516.164516129032
1941-03-18,3519.7935483870965
1941-03-19,3523.4225806451614
1941-03-20,3527.0516129032258
1941-03-21,3530.68064516129
1941-03-22,3534.3096774193546
1941-03-23,3537.9387096774194
1941-03-24,3541.567741935484
1941-03-25,3545.196774193548
1941-03-26,3548.8258064516126
1941-03-27,3552.4548387096775
1941-03-28,3556.083870967742
1941-03-29,3559.7129032258063
1941-03-30,3563.3419354838707
1941-03-31,3566.9709677419355
1941-04-01,3570.6
1941-04-02,3568.91
1941-04-03,3567.22
1941-04-04,3565.5299999999997
1941-04-05,3563.84
1941-04-06,3562.15
1941-04-07,3560.46
1941-04-08,3558.77
1941-04-09,3557.08
1941-04-10,3555.39
1941-04-11,3553.7
1941-04-12,3552.0099999999998
1941-04-13,3550.32
1941-04-14,3548.63
1941-04-15,3546.94
1941-04-16,3545.25
1941-04-17,3543.56
1941-04-18,3541.87
1941-04-19,3540.18
1941-04-20,3538.4900000000002
1941-04-21,3536.8
1941-04-22,3535.11
1941-04-23,3533.42
1941-04-24,3531.73
1941-04-25,3530.04
1941-04-26,3528.35
1941-04-27,3526.66
1941-04-28,3524.9700000000003
1941-04-29,3523.28
1941-04-30,3521.59
1941-05-01,3519.9
1941-05-02,3521.1967741935487
1941-05-03,3522.493548387097
1941-05-04,3523.7903225806454
1941-05-05,3525.0870967741935
1941-05-06,3526.383870967742
1941-05-07,3527.68064516129
1941-05-08,3528.9774193548387
1941-05-09,3530.2741935483873
1941-05-10,3531.5709677419354
1941-05-11,3532.867741935484
1941-05-12,3534.164516129032
1941-05-13,3535.4612903225807
1941-05-14,3536.7580645161293
1941-05-15,3538.0548387096774
1941-05-16,3539.351612903226
1941-05-17,3540.648387096774
1941-05-18,3541.9451612903226
1941-05-19,3543.2419354838707
1941-05-20,3544.5387096774193
1941-05-21,3545.835483870968
1941-05-22,3547.132258064516
1941-05-23,3548.4290322580646
1941-05-24,3549.7258064516127
1941-05-25,3551.0225806451613
1941-05-26,3552.31935483871
1941-05-27,3553.616129032258
1941-05-28,3554.9129032258065
1941-05-29,3556.2096774193546
1941-05-30,3557.506451612903
1941-05-31,3558.8032258064513
1941-06-01,3560.1
1941-06-02,3561.2166666666667
1941-06-03,3562.333333333333
1941-06-04,3563.45
1941-06-05,3564.5666666666666
1941-06-06,3565.6833333333334
1941-06-07,3566.7999999999997
1941-06-08,3567.9166666666665
1941-06-09,3569.0333333333333
1941-06-10,3570.15
1941-06-11,3571.2666666666664
1941-06-12,3572.383333333333
1941-06-13,3573.5
1941-06-14,3574.616666666667
1941-06-15,3575.733333333333
1941-06-16,3576.85
1941-06-17,3577.9666666666667
1941-06-18,3579.083333333333
1941-06-19,3580.2
1941-06-20,3581.3166666666666
1941-06-21,3582.4333333333334
1941-06-22,3583.5499999999997
1941-06-23,3584.6666666666665
1941-06-24,3585.7833333333333
1941-06-25,3586.9
1941-06-26,3588.0166666666664
1941-06-27,3589.133333333333
1941-06-28,3590.25
1941-06-29,3591.366666666667
1941-06-30,3592.483333333333
1941-07-01,3593.6
1941-07-02,3594.583870967742
1941-07-03,3595.567741935484
1941-07-04,3596.5516129032258
1941-07-05,3597.5354838709677
1941-07-06,3598.5193548387097
1941-07-07,3599.5032258064516
1941-07-08,3600.4870967741936
1941-07-09,3601.4709677419355
1941-07-10,3602.4548387096775
1941-07-11,3603.4387096774194
1941-07-12,3604.4225806451614
1941-07-13,3605.4064516129033
1941-07-14,3606.3903225806453
1941-07-15,3607.374193548387
1941-07-16,3608.358064516129
1941-07-17,3609.3419354838707
1941-07-18,3610.3258064516126
1941-07-19,3611.3096774193546
1941-07-20,3612.2935483870965
1941-07-21,3613.2774193548385
1941-07-22,3614.2612903225804
1941-07-23,3615.2451612903224
1941-07-24,3616.2290322580643
1941-07-25,3617.2129032258063
1941-07-26,3618.196774193548
1941-07-27,3619.18064516129
